,date,name,position,seniority,location,studio,client,project,team_name,engagement
2555,2023-06-16,María Alvarado,DevOps Engineer,Sr Level 1,CL/RM/SCL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.52
2556,2023-06-19,María Alvarado,DevOps Engineer,Sr Level 1,CL/RM/SCL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,0.51
2557,2023-06-20,María Alvarado,DevOps Engineer,Sr Level 1,CL/RM/SCL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.52
2558,2023-06-21,María Alvarado,DevOps Engineer,Sr Level 1,CL/RM/SCL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,0.51
2559,2023-06-22,María Alvarado,DevOps Engineer,Sr Level 1,CL/RM/SCL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.52
2560,2023-06-23,María Alvarado,DevOps Engineer,Sr Level 1,CL/RM/SCL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.52
2561,2023-06-26,María Alvarado,DevOps Engineer,Sr Level 1,CL/RM/SCL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.52
2562,2023-06-27,María Alvarado,DevOps Engineer,Sr Level 1,CL/RM/SCL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.52
2563,2023-06-28,María Alvarado,DevOps Engineer,Sr Level 1,CL/RM/SCL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.42
2564,2023-06-29,María Alvarado,DevOps Engineer,Sr Level 1,CL/RM/SCL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.88
2565,2023-06-30,María Alvarado,DevOps Engineer,Sr Level 1,CL/RM/SCL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,0.51
2566,2023-01-02,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.43
2567,2023-01-03,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.88
2568,2023-01-04,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.33
2569,2023-01-05,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.28
2570,2023-01-06,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.23
2571,2023-01-09,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.18
2572,2023-01-10,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.13
2573,2023-01-11,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.08
2574,2023-01-12,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.53
2575,2023-01-13,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.98
2576,2023-01-16,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.93
2577,2023-01-17,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.88
2578,2023-01-18,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.83
2579,2023-01-19,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.78
2580,2023-01-20,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.73
2581,2023-01-23,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.18
2582,2023-01-24,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.63
2583,2023-01-25,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.58
2584,2023-01-26,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.53
2585,2023-01-27,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.48
2586,2023-01-30,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.43
2587,2023-01-31,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.38
2588,2023-02-01,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.83
2589,2023-02-02,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.28
2590,2023-02-03,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.23
2591,2023-02-07,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.18
2592,2023-02-08,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.13
2593,2023-02-09,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.08
2594,2023-02-10,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.03
2595,2023-02-13,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.48
2596,2023-02-14,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.93
2597,2023-02-15,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.88
2598,2023-02-16,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.83
2599,2023-02-17,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.78
2600,2023-02-20,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.73
2601,2023-02-21,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.68
2602,2023-02-22,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.13
2603,2023-02-23,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.58
2604,2023-02-24,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.53
2605,2023-02-27,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.48
2606,2023-02-28,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2607,2023-03-01,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2608,2023-03-02,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2609,2023-03-03,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.78
2610,2023-03-06,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2611,2023-03-07,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2612,2023-03-08,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2613,2023-03-09,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2614,2023-03-10,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2615,2023-03-13,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2616,2023-03-14,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2617,2023-03-15,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2618,2023-03-16,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2619,2023-03-17,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2620,2023-03-21,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2621,2023-03-22,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2622,2023-03-23,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2623,2023-03-24,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2624,2023-03-27,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2625,2023-03-28,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2626,2023-03-29,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2627,2023-03-30,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2628,2023-03-31,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2629,2023-04-03,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2630,2023-04-04,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2631,2023-04-05,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2632,2023-04-06,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2633,2023-04-10,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2634,2023-04-11,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2635,2023-04-12,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2636,2023-04-13,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2637,2023-04-14,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2638,2023-04-17,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2639,2023-04-18,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2640,2023-04-19,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2641,2023-04-20,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,0.43
2642,2023-04-21,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,0.43
2643,2023-04-24,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,0.43
2644,2023-04-25,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,0.43
2645,2023-04-26,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2646,2023-04-27,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2647,2023-04-28,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2648,2023-05-02,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2649,2023-05-03,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2650,2023-05-04,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2651,2023-05-05,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2652,2023-05-08,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2653,2023-05-09,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2654,2023-05-10,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2655,2023-05-11,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2656,2023-05-12,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2657,2023-05-15,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2658,2023-05-16,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2659,2023-05-17,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2660,2023-05-18,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2661,2023-05-19,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2662,2023-05-22,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2663,2023-05-23,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2664,2023-05-24,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2665,2023-05-25,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2666,2023-05-26,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2667,2023-05-29,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2668,2023-05-30,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2669,2023-05-31,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2670,2023-06-01,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2671,2023-06-02,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2672,2023-06-05,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2673,2023-06-06,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2674,2023-06-07,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2675,2023-06-08,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2676,2023-06-09,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2677,2023-06-12,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2678,2023-06-13,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2679,2023-06-14,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2680,2023-06-15,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2681,2023-06-16,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2682,2023-06-19,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2683,2023-06-20,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2684,2023-06-21,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2685,2023-06-22,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2686,2023-06-23,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2687,2023-06-26,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2688,2023-06-27,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2689,2023-06-28,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2690,2023-06-29,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2691,2023-06-30,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.44
2692,2023-01-02,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.65
2693,2023-01-03,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.93
2694,2023-01-04,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.94
2695,2023-01-05,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.7
2696,2023-01-06,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.86
2697,2023-01-09,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.63
2698,2023-01-10,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.71
2699,2023-01-11,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.56
2700,2023-01-12,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.6
2701,2023-01-13,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.71
2702,2023-01-16,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.73
2703,2023-01-17,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.64
2704,2023-01-18,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.53
2705,2023-01-19,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.58
